id	species	gene_names	gene_synonyms	description	term_ids	sources
923	ath	At5g21140|EMB1379|AT5G21140|emb1379	AT5G21140|emb1379|NSE1|embryo defective 1379	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  Heterozygotes segregate for approximately 25% embryo lethality. Mutant embryos have defects in mitotic cell division of the embryo and endosperm. embryo defective. globular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|PO:0000293|PO:0009089	Plant PhenomeNET|TAIR
924	ath	At5g27740|EMB2775|AT5G27740	AT5G27740|EMB161|EMB2775|EMB251|RFC3|EMBRYO DEFECTIVE 161|EMBRYO DEFECTIVE 2775|EMBRYO DEFECTIVE 251|replication factor C 3|T1G16.70|T1G16_70	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  developmental arrest of mutant embryos occurs at late preglobular stage. white seeds. 24.5% mutant. developmental arrest of mutant embryos occurs at preglobular stage, watery seeds. white seeds. 21.2% mutant. 51.2% aborted seeds in top half of silique.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
925	ath	At5g37630|EMB2656|AT5G37630	AT5G37630|EMB2656|EMBRYO DEFECTIVE 2656|K12B20.9|K12B20_9	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. developmental arrest of mutant embryos occurs at preglobular stage.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009506|GO:0009793|PO:0000037|PO:0009005|PO:0009010|PO:0009025|PO:0009031|PO:0009046|PO:0009052|PO:0020100|PO:0025022|PO:0000084|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
926	ath	At5g41480|GLA1|AT5G41480	AT5G41480|EMB9|GLA1|ATDFA|DFA|EMBRYO DEFECTIVE 9|GLOBULAR ARREST1|A. THALIANA DHFS-FPGS HOMOLOG A|DHFS-FPGS HOMOLOG A|MYC6.18|MYC6_18	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  embryo defective. preglobular. developmental arrest of mutant embryos occurs at late preglobular stage. white seeds. 23.9% mutant. 59.9% aborted seeds in top half of silique (mutant allele possibly disrupts pollen development or pollen-tube growth). embryo defective.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009793|GO:0005759|GO:0006730|GO:0008841|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
927	ath	At5g50210|QS|AT5G50210	AT5G50210|QS|OLD5|SUFE3|quinolinate synthase|ONSET OF LEAF DEATH 5|SULFUR E 3|K6A12.7|K6A12_7	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  The old5 mutant has almost a 3-fold reduction in its ability to stimulate the Cys desulfurase activity of Cp NifS. But, the quinolate synthase activity of the old5 mutant is not significantly different from the wild type level of activity, most likely because the QS domain is not the site of the mutation. Aspartate oxidase transcript levels are increased in the old5 mutant. And, NAD, NADH, NADP, and NADPH levels are also increased 27 days after germination. The activity of the NAD salvage pathway appears to be upregulated in this mutant. The level of several other metabolites, including those associated with the TCA cycle, are also altered in old5 mutants. The respiration rate of old5 is elevated compared to the respiration rate in wild type seedlings which leads to an increase in oxidative stress.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009435|GO:0051176|GO:0009060|GO:0042803|GO:0008987|GO:0016226|GO:0008047|GO:0051347|GO:0009507|GO:0051539|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
928	ath	At5g50960|AtNBP35|AT5G50960|NBP35	AT5G50960|NBP35|ATNBP35|nucleotide binding protein 35|K3K7.12|K3K7_12	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  Homozygotes are embryo lethal. Homozygotes are embryo lethal.	PO:0009009|PATO:0000051|PATO:0000460|GO:0051536|GO:0005829|GO:0042803|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
929	ath	At5g66680|DGL1|AT5G66680|DEFECTIVE GLYCOSYLATION	AT5G66680|DGL1|DEFECTIVE GLYCOSYLATION|MSN2.7|MSN2_7|AT5G66680.1	Embryo defective-Preglobular / Globular. Embryo defective. Preglobular / Globular.  Dwarf.  Growth defect of the dark-grown hypocotyl.  Post-embryonic development ceases entirely at the seedling stage.  Cell wall polysaccharides with an altered monosaccharide composition: increased arabinose and glucose content in non-cellulosic polymers.  Cell elongation is reduced in both hypocotyls and roots.  Organization of the endodermis and pericycle cell layers of the hypocotyl is abnormal.  Cell division is not impaired.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005730|GO:0005774|GO:0009505|GO:0005783|GO:0009826|GO:0009506|GO:0005794|GO:0009664|GO:0018279|GO:0005773|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0005052|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001017	Plant PhenomeNET|TAIR
930	ath	At1g71440|PFI|AT1G71440	AT1G71440|PFI|TFC E|PFIFFERLING|TUBULIN-FOLDING COFACTOR E|F3I17.21|F3I17_21	Embryo defective-Preglobular. Enlarged embryo cells. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged embryo cells and endosperm nuclei.  Embryo defective, enlarged embryo cells and endosperm nuclei.	PO:0009009|PATO:0000051|PATO:0000460|PO:0025028|PATO:0000586|GO:0048353|GO:0009507|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
931	ath	At2g18390|TTN5|AT2G18390	AT2G18390|TTN5|HAL|ARL2|ATARLC1|TITAN 5|HALLIMASCH|ARF-LIKE 2|T30D6.10|T30D6_10	Embryo defective-Preglobular. Enlarged embryo cells. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged embryo cells and endosperm nuclei.  embryo defective. enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance.	PO:0009009|PATO:0000051|PATO:0000460|PO:0025028|PATO:0000586|GO:0048353|GO:0009630|GO:0009558|GO:0000226|GO:0009793|GO:0009960|PO:0000003|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
932	ath	At3g60740|TTN1|AT3G60740	AT3G60740|TTN1|EMB133|TFC D|CHO|TITAN 1|EMBRYO DEFECTIVE 133|TUBULIN FOLDING COFACTOR D|CHAMPIGNON|T4C21.150	Embryo defective-Preglobular. Enlarged embryo cells. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged embryo cells and endosperm nuclei.  embryo defective. enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance. enlarged endosperm nuclei early in development, the number of endosperm nuclei and the extent of nuclear enlargement is somewhat increased relative to ttn2, endosperm remains in a free nuclear state throghout development. mutant embryo is composed of a few giant cells. immature seeds are filled with a watery endosperm and have a glassy appearance, patches of green tissue visible through the transparent seed coat correspond to enlarged masses of endosperm cytoplasm. embryo lethal,  developmental arrest of mutant embryos occurs at preglobular stage. white/pale green seeds prior to dessication. 23.4% of mutant seeds in heterozygous siliques. 47.8% aborted seeds in top half of silique.	PO:0009009|PATO:0000051|PATO:0000460|PO:0025028|PATO:0000586|GO:0048353|GO:0009506|GO:0007017|GO:0009793|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
933	ath	At4g39920|POR|AT4G39920	AT4G39920|POR|TFC C|PORCINO|TUBULIN-FOLDING COFACTOR C|T5J17.90|T5J17_90	Embryo defective-Preglobular. Enlarged embryo cells. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged embryo cells and endosperm nuclei.  Embryo defective, enlarged embryo cells and endosperm nuclei.	PO:0009009|PATO:0000051|PATO:0000460|PO:0025028|PATO:0000586|GO:0048353|GO:0000226|GO:0005737|GO:0007021|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
934	ath	At2g27170|TTN7|AT2G27170	AT2G27170|TTN7|SMC3|TITAN7|STRUCTURAL MAINTENANCE OF CHROMOSOMES 3|T22O13.6	Embryo defective-Preglobular. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged endosperm nuclei.  embryo defective. enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance.	PO:0009009|PATO:0000051|PATO:0000460|GO:0048353|PATO:0000586|GO:0007059|GO:0007062|GO:0005737|GO:0016363|GO:0009506|GO:0000785|GO:0005634|GO:0003682|GO:0005819|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
935	ath	At3g20070|TTN9|AT3G20070	AT3G20070|TTN9|TITAN9|MAL21.7	Embryo defective-Preglobular. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged endosperm nuclei.  embryo defective. enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance.	PO:0009009|PATO:0000051|PATO:0000460|GO:0048353|PATO:0000586|GO:0009793|GO:0009960|GO:0005575|GO:0003674|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007115|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
936	ath	At3g54670|TTN8|AT3G54670|TITAN8	AT3G54670|TTN8|SMC1|ATSMC1|TITAN8|STRUCTURAL MAINTENANCE OF CHROMOSOMES 1|T5N23.30|AT3G54670.1	Embryo defective-Preglobular. Enlarged endosperm nuclei. Embryo defective. Preglobular. Enlarged endosperm nuclei.  embryo defective. enlarged endosperm nuclei, immature seeds are filled with a watery endosperm and have a glassy appearance. embryo defective. preglobular.	PO:0009009|PATO:0000051|PATO:0000460|GO:0048353|PATO:0000586|GO:0007062|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017	Plant PhenomeNET|TAIR
937	ath	At1g62360|STM|AT1G62360	AT1G62360|STM|BUM1|SHL|WAM1|BUM|WAM|SHOOT MERISTEMLESS|BUMBERSHOOT 1|SHOOTLESS|WALDMEISTER 1|BUMBERSHOOT|WALDMEISTER|F24O1.38|F24O1_38|HOMEOBOX PROTEIN SHOOTMERISTEMLESS	Complete loss of SAM. Embryo defective. Fused cotyledons. Seedling lethal. Embryo defective. Seedling lethal. Fused cotyledons. Complete loss of SAM.  defective shoot meristem development. weak allele. most aspects of plant morpholoyg and development affected. extremely pleitropic. altered leaf morphology, multiple rosettes, stem fasciation, retarded senescence and disturbed geotropic growth. delayed flowering, inc. no. of inflorescences, altered no. and morphology of floral organs. chimeric floral organs and ectopic ovules. only seedlings and roots appear normal. reduced shoot apical meristem (SAM). unable to complete the vegetative-inflorescence transition, instead enter a vegetative-inflorescence-vegetative-inflorescence development before the individual shoots fully complete the transition to inflorescence growth. regular rosette and apparently normal shoot are produced initially, after the inflorescence raceme has elongated, a new secondary rosette of leaves is produced, often two shoots emerge from this secondary rosette. aerial rosettes  with numerous leaves often abnormally shaped along thin secondary stems. small and bushy plants. reduced number of flowers per inflorescence. reduced number of petals, stamens and carpels. female sterile. lacks trichomes on stems and leaves, some trichomes in leaf margins. weak allele. reduced shoot apical meristem (SAM). unable to complete the vegetative-inflorescence transition, instead enter a vegetative-inflorescence-vegetative-inflorescence development before the individual shoots fully complete the transition to inflorescence growth. lacks trichomes on stems and leaves, some trichomes in leaf margins. reduced shoot apical meristem (SAM). unable to complete the vegetative-inflorescence transition, instead enter a vegetative-inflorescence-vegetative-inflorescence development before the individual shoots fully complete the transition to inflorescence growth. regular rosette and apparently normal shoot are produced initially, after the inflorescence raceme has elongated, a new secondary rosette of leaves is produced, often two shoots emerge from this secondary rosette. aerial rosettes  with numerous leaves often abnormally shaped along thin secondary stems. small and bushy plants. reduced number of flowers per inflorescence. reduced number of petals, stamens and carpels. female sterile. weak allele. probably lacks embryonic shoot apical meristem. bushy plant. produces aerial rosettes, reduced number of flowers per inflorescence. reduced numbers of petals, stamens, and carpels. female sterile. lacks shoot apical meristem (SAM) in seedlings and embryos. true leaves do not develop. cells in the location of SAM of mature embryos are similar to surrounding cells of the hypocotyl and cotyledons. morphology is similar to torpedo stage embryo, indicating that mutant may be blocked in SAM formation. Double mutant enhances the SAM phenotype. 80% of double mutants show shoot termination after germination and production of the first two sets of leaves. Shoots regenerate at a low frequency. 30 from a total of 40 seedlings (75%) developed at least one leaf 8 days after germination and all double mutant progeny developed leaves by day 20. In 19 stm-1 trn2-23010 double mutant seedlings, leaves initiated from the base of the cotyledons, which were always fused due to lack of early STM activity. In the remaining 21 double mutant progeny single leaves or side shoots arose laterally, from the outside of the fused base of the petioles instead of being initiated from the shoot apex and thus resembled stm-1 mutant side shoots which are initiated after a long delay. The double mutant progeny does not develop flowers. More than half of plants display early termination of main SAMs without rosette leaves. About 51% of stm-5 trn2-23010 double mutant seedlings produced leaves by 8 days after germination, compared to only 3% in the stm-5 single mutant. In contrast to combination with stm-1, leaves of stm-5 trn2-23010 double mutants never initiated from outside the base of the cotyledon petioles but emerged internally to the cotyledons where the SAM normally resides in wild type. .	PO:0000003|PATO:0002000|PO:0020148|PO:0009009|PATO:0000051|PATO:0000460|PO:0020030|PATO:0000642|PATO:0000718|PO:0007131|GO:0009934|GO:0005515|GO:0019827|GO:0005634|GO:0009691|GO:0048440|PO:0000037|PO:0000230|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020100|PO:0025022|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
938	ath	At1g14610|TWN2|AT1G14610|TWIN 2	AT1G14610|TWN2|VALRS|TWIN 2|VALYL TRNA SYNTHETASE|T5E21.11|T5E21_11|AT1G14610.1	Embryo defective. Embryo develops from suspensor. Female gametophyte defective. Twin embryos. Embryo defective. Suspensor-derived twin embryos. Female gametophyte defective.  high frequency of polyembryony following embryogenic transformation of the suspensor in early embryogenesis. viable twin and occasional triplet seedlings. twin embryos develop in tandem within the seed, connected by intact segments of the suspensor. pleiotropic mutant that displays incomplete penetrance and a wide range of developmental defects in embryonic cell division, morphological development and seedling growth. many plants are small, distorted, or slow to green, others appear phenotypically normal.	PO:0009009|PATO:0000051|PATO:0000460|PO:0020108|PATO:0000628|GO:0009790|PO:0025279|PO:0009010|PATO:0002002|GO:0005739|GO:0009507|GO:0005829|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017|PO:0007057	Plant PhenomeNET|TAIR
939	ath	At1g34550|EMB2756|AT1G34550|EMBRYO DEFECTIVE 2756	AT1G34550|EMB2756|EMBRYO DEFECTIVE 2756|F12K21.12|F12K21_12|AT1G34550.1	Embryo defective-Transition. Embryo defective. Transition.  embryo defective. transition.	PO:0009009|PATO:0000051|PATO:0000460|GO:0046686|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
940	ath	At1g53580|ETHE1|AT1G53580|GLY3|glyoxalase II  3	AT1G53580|GLX2-3|ETHE1|GLY3|GLYOXALASE 2-3|ETHE1-LIKE|glyoxalase II  3|ETHYLMALONIC ENCEPHALOPATHY PROTEIN1|T3F20.11|T3F20_11|F22G10.9|AT1G53580.1|AT1G53580.2	Embryo defective-Transition. Embryo defective. Transition.	PO:0009009|PATO:0000051|PATO:0000460|GO:0009651|GO:0050313|GO:0055114|GO:0009960|GO:0016788|GO:0009793|GO:0048316|GO:0005739|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0000003|PO:0009089|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
941	ath	At1g64790|ILA|AT1G64790|ILITHYIA	AT1G64790|ILA|NOXY7|ILITHYIA|non-responding to oxylipins 7|F13O11.35|F13O11_35|AT1G64790.1	Embryo defective-Transition. Embryo defective. Transition.  Mutant plants are much smaller in size than Col-0 wild type and they have serrated leaves that are yellow to light green in color. Homozygous mutants are sterile and must be propagated as heterozygotes. Mutant plants are much smaller in size than Col-0 wild type and they have serrated leaves that are yellow to light green  in color. Homozygous mutants are sterile and must be propagated as heterozygotes.	PO:0009009|PATO:0000051|PATO:0000460|GO:0005829|GO:0009627|GO:0042742|GO:0005634|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
